idx,ID,London Borough,Date,Average Price, PCT DIFF , CAGR 
290,E09000003,Barnet,7/1/1995,91441.24768, 471.00 , 7.20 
291,E09000004,Bexley,7/1/1995,63722.70055, 411.00 , 6.70 
292,E09000005,Brent,7/1/1995,74127.03788, 527.00 , 7.60 
293,E09000006,Bromley,7/1/1995,82898.52264, 427.00 , 6.90 
294,E09000007,Camden,7/1/1995,124027.5768, 629.00 , 8.30 
295,E09000008,Croydon,7/1/1995,69142.48112, 418.00 , 6.80 
296,E09000009,Ealing,7/1/1995,82352.2226, 468.00 , 7.20 
297,E09000010,Enfield,7/1/1995,71837.54011, 432.00 , 6.90 
298,E09000011,Greenwich,7/1/1995,65486.34112, 567.00 , 7.90 
299,E09000012,Hackney,7/1/1995,68390.753, 942.00 , 9.80 
300,E09000013,Hammersmith & Fulham,7/1/1995,124381.5134, 498.00 , 7.40 
301,E09000014,Haringey,7/1/1995,80746.34881, 641.00 , 8.30 
302,E09000015,Harrow,7/1/1995,84226.69844, 436.00 , 6.90 
303,E09000016,Havering,7/1/1995,68680.83996, 419.00 , 6.80 
304,E09000017,Hillingdon,7/1/1995,74671.13263, 466.00 , 7.20 
305,E09000018,Hounslow,7/1/1995,73717.78844, 486.00 , 7.30 
306,E09000019,Islington,7/1/1995,98976.14077, 583.00 , 8.00 
307,E09000020,Kensington & Chelsea,7/1/1995,197963.3169, 664.00 , 8.50 
308,E09000021,Kingston upon Thames,7/1/1995,82525.793, 526.00 , 7.60 
309,E09000022,Lambeth,7/1/1995,69608.72242, 675.00 , 8.50 
310,E09000023,Lewisham,7/1/1995,58126.37811, 601.00 , 8.10 
311,E09000024,Merton,7/1/1995,81055.90335, 521.00 , 7.60 
312,E09000025,Newham,7/1/1995,55458.31693, 623.00 , 8.20 
313,E09000026,Redbridge,7/1/1995,72880.83974, 480.00 , 7.30 
314,E09000027,Richmond upon Thames,7/1/1995,114656.6011, 479.00 , 7.30 
315,E09000028,Southwark,7/1/1995,67024.74767, 620.00 , 8.20 
316,E09000029,Sutton,7/1/1995,70789.57284, 428.00 , 6.90 
317,E09000030,Tower Hamlets,7/1/1995,64692.22672, 690.00 , 8.60 
318,E09000031,Waltham Forest,7/1/1995,61933.52738, 613.00 , 8.20 
319,E09000032,Wandsworth,7/1/1995,89830.58934, 606.00 , 8.10 
320,E09000033,Westminster,7/1/1995,133450.2162, 716.00 , 8.80 
337,E09000002,Barking & Dagenham,8/1/1995,52232.19868, 548.00 , 7.80 
338,E09000003,Barnet,8/1/1995,92361.31512, 471.00 , 7.20 
339,E09000004,Bexley,8/1/1995,64432.60005, 411.00 , 6.70 
340,E09000005,Brent,8/1/1995,73547.0411, 527.00 , 7.60 
341,E09000006,Bromley,8/1/1995,82054.37156, 427.00 , 6.90 
342,E09000007,Camden,8/1/1995,125529.8039, 629.00 , 8.30 
343,E09000008,Croydon,8/1/1995,68993.42545, 418.00 , 6.80 
344,E09000009,Ealing,8/1/1995,82706.65927, 468.00 , 7.20 
345,E09000010,Enfield,8/1/1995,72237.94562, 432.00 , 6.90 
346,E09000011,Greenwich,8/1/1995,65076.43195, 567.00 , 7.90 
347,E09000012,Hackney,8/1/1995,68096.79385, 942.00 , 9.80 
348,E09000013,Hammersmith & Fulham,8/1/1995,123625.3196, 498.00 , 7.40 
349,E09000014,Haringey,8/1/1995,81217.69074, 641.00 , 8.30 
350,E09000015,Harrow,8/1/1995,84430.61796, 436.00 , 6.90 
351,E09000016,Havering,8/1/1995,69023.36482, 419.00 , 6.80 
352,E09000017,Hillingdon,8/1/1995,74967.86534, 466.00 , 7.20 
353,E09000018,Hounslow,8/1/1995,74479.94802, 486.00 , 7.30 
354,E09000019,Islington,8/1/1995,98951.20791, 583.00 , 8.00 
355,E09000020,Kensington & Chelsea,8/1/1995,198037.4218, 664.00 , 8.50 
356,E09000021,Kingston upon Thames,8/1/1995,83342.84552, 526.00 , 7.60 
357,E09000022,Lambeth,8/1/1995,68840.02827, 675.00 , 8.50 
358,E09000023,Lewisham,8/1/1995,58151.3154, 601.00 , 8.10 
359,E09000024,Merton,8/1/1995,80781.09186, 521.00 , 7.60 
360,E09000025,Newham,8/1/1995,54709.35467, 623.00 , 8.20 
361,E09000026,Redbridge,8/1/1995,73275.16891, 480.00 , 7.30 
362,E09000027,Richmond upon Thames,8/1/1995,112320.4096, 479.00 , 7.30 
363,E09000028,Southwark,8/1/1995,65525.94434, 620.00 , 8.20 
364,E09000029,Sutton,8/1/1995,69958.41918, 428.00 , 6.90 
365,E09000030,Tower Hamlets,8/1/1995,63472.27558, 690.00 , 8.60 
366,E09000031,Waltham Forest,8/1/1995,61916.4222, 613.00 , 8.20 
367,E09000032,Wandsworth,8/1/1995,90560.68078, 606.00 , 8.10 
368,E09000033,Westminster,8/1/1995,136581.5082, 716.00 , 8.80 
385,E09000002,Barking & Dagenham,9/1/1995,51471.61353, 548.00 , 7.80 
386,E09000003,Barnet,9/1/1995,93273.12245, 471.00 , 7.20 
387,E09000004,Bexley,9/1/1995,64509.54767, 411.00 , 6.70 
388,E09000005,Brent,9/1/1995,73789.54287, 527.00 , 7.60 
389,E09000006,Bromley,9/1/1995,81440.43008, 427.00 , 6.90 
390,E09000007,Camden,9/1/1995,120596.8511, 629.00 , 8.30 
391,E09000008,Croydon,9/1/1995,69393.50023, 418.00 , 6.80 
392,E09000009,Ealing,9/1/1995,82011.08271, 468.00 , 7.20 
393,E09000010,Enfield,9/1/1995,71725.22104, 432.00 , 6.90 
394,E09000011,Greenwich,9/1/1995,63996.81525, 567.00 , 7.90 
395,E09000012,Hackney,9/1/1995,68752.50284, 942.00 , 9.80 
396,E09000013,Hammersmith & Fulham,9/1/1995,123094.0484, 498.00 , 7.40 
397,E09000014,Haringey,9/1/1995,82142.89052, 641.00 , 8.30 
398,E09000015,Harrow,9/1/1995,83606.97863, 436.00 , 6.90 
399,E09000016,Havering,9/1/1995,68108.186, 419.00 , 6.80 
400,E09000017,Hillingdon,9/1/1995,73843.55239, 466.00 , 7.20 
401,E09000018,Hounslow,9/1/1995,74426.6609, 486.00 , 7.30 
402,E09000019,Islington,9/1/1995,99582.63778, 583.00 , 8.00 
403,E09000020,Kensington & Chelsea,9/1/1995,197047.8333, 664.00 , 8.50 
404,E09000021,Kingston upon Thames,9/1/1995,85110.96835, 526.00 , 7.60 
405,E09000022,Lambeth,9/1/1995,70155.81997, 675.00 , 8.50 
406,E09000023,Lewisham,9/1/1995,58742.99034, 601.00 , 8.10 
407,E09000024,Merton,9/1/1995,80824.70075, 521.00 , 7.60 
408,E09000025,Newham,9/1/1995,54585.50364, 623.00 , 8.20 
409,E09000026,Redbridge,9/1/1995,73204.02373, 480.00 , 7.30 
410,E09000027,Richmond upon Thames,9/1/1995,110424.5703, 479.00 , 7.30 
411,E09000028,Southwark,9/1/1995,63467.00948, 620.00 , 8.20 
412,E09000029,Sutton,9/1/1995,69937.40214, 428.00 , 6.90 
413,E09000030,Tower Hamlets,9/1/1995,62177.59435, 690.00 , 8.60 
414,E09000031,Waltham Forest,9/1/1995,61548.15206, 613.00 , 8.20 
415,E09000032,Wandsworth,9/1/1995,91373.6984, 606.00 , 8.10 
416,E09000033,Westminster,9/1/1995,135993.0705, 716.00 , 8.80 
433,E09000002,Barking & Dagenham,10/1/1995,51513.7576, 548.00 , 7.80 
434,E09000003,Barnet,10/1/1995,92567.38498, 471.00 , 7.20 
435,E09000004,Bexley,10/1/1995,64529.93725, 411.00 , 6.70 
436,E09000005,Brent,10/1/1995,73264.05385, 527.00 , 7.60 
437,E09000006,Bromley,10/1/1995,81862.16087, 427.00 , 6.90 
438,E09000007,Camden,10/1/1995,117458.4922, 629.00 , 8.30 
439,E09000008,Croydon,10/1/1995,68934.61234, 418.00 , 6.80 
440,E09000009,Ealing,10/1/1995,80522.66054, 468.00 , 7.20 
441,E09000010,Enfield,10/1/1995,72349.13744, 432.00 , 6.90 
442,E09000011,Greenwich,10/1/1995,63405.26599, 567.00 , 7.90 
443,E09000012,Hackney,10/1/1995,67619.65052, 942.00 , 9.80 
444,E09000013,Hammersmith & Fulham,10/1/1995,123442.56, 498.00 , 7.40 
445,E09000014,Haringey,10/1/1995,81791.48237, 641.00 , 8.30 
446,E09000015,Harrow,10/1/1995,82492.72882, 436.00 , 6.90 
447,E09000016,Havering,10/1/1995,67425.63891, 419.00 , 6.80 
448,E09000017,Hillingdon,10/1/1995,72992.50159, 466.00 , 7.20 
449,E09000018,Hounslow,10/1/1995,73643.14027, 486.00 , 7.30 
450,E09000019,Islington,10/1/1995,97580.38673, 583.00 , 8.00 
451,E09000020,Kensington & Chelsea,10/1/1995,200005.8308, 664.00 , 8.50 
452,E09000021,Kingston upon Thames,10/1/1995,85726.97473, 526.00 , 7.60 
453,E09000022,Lambeth,10/1/1995,69616.18689, 675.00 , 8.50 
454,E09000023,Lewisham,10/1/1995,58073.14016, 601.00 , 8.10 
455,E09000024,Merton,10/1/1995,79569.22895, 521.00 , 7.60 
456,E09000025,Newham,10/1/1995,54789.55504, 623.00 , 8.20 
457,E09000026,Redbridge,10/1/1995,72917.47147, 480.00 , 7.30 
458,E09000027,Richmond upon Thames,10/1/1995,108406.7006, 479.00 , 7.30 
459,E09000028,Southwark,10/1/1995,60885.98483, 620.00 , 8.20 
460,E09000029,Sutton,10/1/1995,69963.76558, 428.00 , 6.90 
461,E09000030,Tower Hamlets,10/1/1995,62066.45135, 690.00 , 8.60 
462,E09000031,Waltham Forest,10/1/1995,60572.57036, 613.00 , 8.20 
463,E09000032,Wandsworth,10/1/1995,90246.40944, 606.00 , 8.10 
464,E09000033,Westminster,10/1/1995,134513.3863, 716.00 , 8.80 
481,E09000002,Barking & Dagenham,11/1/1995,50848.67787, 548.00 , 7.80 
482,E09000003,Barnet,11/1/1995,90883.16125, 471.00 , 7.20 
483,E09000004,Bexley,11/1/1995,63846.0337, 411.00 , 6.70 
484,E09000005,Brent,11/1/1995,72782.00528, 527.00 , 7.60 
485,E09000006,Bromley,11/1/1995,82557.7755, 427.00 , 6.90 
486,E09000007,Camden,11/1/1995,115418.8396, 629.00 , 8.30 
487,E09000008,Croydon,11/1/1995,68879.74634, 418.00 , 6.80 
488,E09000009,Ealing,11/1/1995,79272.34618, 468.00 , 7.20 
489,E09000010,Enfield,11/1/1995,71987.86869, 432.00 , 6.90 
490,E09000011,Greenwich,11/1/1995,63744.02999, 567.00 , 7.90 
491,E09000012,Hackney,11/1/1995,67237.62827, 942.00 , 9.80 
492,E09000013,Hammersmith & Fulham,11/1/1995,121930.0435, 498.00 , 7.40 
493,E09000014,Haringey,11/1/1995,81129.55891, 641.00 , 8.30 
494,E09000015,Harrow,11/1/1995,82245.73461, 436.00 , 6.90 
495,E09000016,Havering,11/1/1995,66181.79433, 419.00 , 6.80 
496,E09000017,Hillingdon,11/1/1995,71760.09266, 466.00 , 7.20 
497,E09000018,Hounslow,11/1/1995,73047.37035, 486.00 , 7.30 
498,E09000019,Islington,11/1/1995,95030.46517, 583.00 , 8.00 
499,E09000020,Kensington & Chelsea,11/1/1995,199674.9633, 664.00 , 8.50 
500,E09000021,Kingston upon Thames,11/1/1995,84557.41994, 526.00 , 7.60 
501,E09000022,Lambeth,11/1/1995,68054.24621, 675.00 , 8.50 
502,E09000023,Lewisham,11/1/1995,58074.62011, 601.00 , 8.10 
503,E09000024,Merton,11/1/1995,79912.78215, 521.00 , 7.60 
504,E09000025,Newham,11/1/1995,54323.96316, 623.00 , 8.20 
505,E09000026,Redbridge,11/1/1995,72393.65468, 480.00 , 7.30 
506,E09000027,Richmond upon Thames,11/1/1995,109129.876, 479.00 , 7.30 
507,E09000028,Southwark,11/1/1995,61725.34542, 620.00 , 8.20 
508,E09000029,Sutton,11/1/1995,70608.37527, 428.00 , 6.90 
509,E09000030,Tower Hamlets,11/1/1995,62414.27583, 690.00 , 8.60 
510,E09000031,Waltham Forest,11/1/1995,61543.0786, 613.00 , 8.20 
511,E09000032,Wandsworth,11/1/1995,89476.01779, 606.00 , 8.10 
512,E09000033,Westminster,11/1/1995,131740.7854, 716.00 , 8.80 
529,E09000002,Barking & Dagenham,12/1/1995,50945.18535, 548.00 , 7.80 
530,E09000003,Barnet,12/1/1995,91133.89545, 471.00 , 7.20 
531,E09000004,Bexley,12/1/1995,63816.94239, 411.00 , 6.70 
532,E09000005,Brent,12/1/1995,72523.66937, 527.00 , 7.60 
533,E09000006,Bromley,12/1/1995,82966.33012, 427.00 , 6.90 
534,E09000007,Camden,12/1/1995,118739.0147, 629.00 , 8.30 
535,E09000008,Croydon,12/1/1995,68407.14924, 418.00 , 6.80 
536,E09000009,Ealing,12/1/1995,79699.68509, 468.00 , 7.20 
537,E09000010,Enfield,12/1/1995,72390.76252, 432.00 , 6.90 
538,E09000011,Greenwich,12/1/1995,64105.07001, 567.00 , 7.90 
539,E09000012,Hackney,12/1/1995,65864.67386, 942.00 , 9.80 
540,E09000013,Hammersmith & Fulham,12/1/1995,122722.7071, 498.00 , 7.40 
541,E09000014,Haringey,12/1/1995,81327.1995, 641.00 , 8.30 
